date,UF,city,ibgeID,newCases,TOTAL,totalCasesPred,residuo_quadratico,res_quad_padronizado,sucetivel,infectado,Recuperado
2020-04-02,PR,Londrina/PR,4113700,1.0,27.0,21.870633351723857,26.310402212447634,0.9744593412017643,574344.3711666483,17.201515060218625,4.669118291505231
2020-04-03,PR,Londrina/PR,4113700,3.0,30.0,26.177522378219514,14.6113351690126,0.48704450563375334,574340.0642776219,20.54485809502584,5.632664283193672
2020-04-04,PR,Londrina/PR,4113700,7.0,37.0,31.324096954738284,32.21587537921122,0.8706993345732762,574334.9177030454,24.540020818450362,6.784076136287923
2020-04-05,PR,Londrina/PR,4113700,1.0,38.0,37.467934865549196,0.28309330729815174,0.007449823876267151,574328.7738651346,29.30932189195355,8.158612973595647
2020-04-06,PR,Londrina/PR,4113700,9.0,47.0,44.81037719696842,4.794448019555853,0.1020095323309756,574321.4314228032,35.00904853505253,9.801328661915893
2020-04-07,PR,Londrina/PR,4113700,0.0,47.0,53.5728026188626,43.2017342665271,0.9191858354580233,574312.6689973813,41.81104027452374,11.761762344338864
2020-04-08,PR,Londrina/PR,4113700,,,64.03806757277317,,,574302.2037324273,49.934852879143264,14.10321469362991
2020-04-09,PR,Londrina/PR,4113700,,,76.53826324585664,,,574289.7035367542,59.638253537754636,16.900009708102004
2020-04-10,PR,Londrina/PR,4113700,,,91.46892292250371,,,574274.7728770776,71.22824548239211,20.240677440111593
2020-04-11,PR,Londrina/PR,4113700,,,109.29425286981349,,,574256.9475471303,85.06512550767101,24.229127362142478
2020-04-12,PR,Londrina/PR,4113700,,,130.58214797702394,,,574235.6596520231,101.58965294446257,28.99249503256136
2020-04-13,PR,Londrina/PR,4113700,,,156.0043872810362,,,574210.237412719,121.32319427211606,34.68119300892014
2020-04-14,PR,Londrina/PR,4113700,,,186.36404645908397,,,574179.877753541,144.88898525586012,41.47506120322384
2020-04-15,PR,Londrina/PR,4113700,,,222.61303046648348,,,574143.6287695337,173.02572216239665,49.587308304086825
2020-04-16,PR,Londrina/PR,4113700,,,265.8878260228898,,,574100.3539739774,206.6152794929983,59.272546529891486
2020-04-17,PR,Londrina/PR,4113700,,,317.56266942366125,,,574048.6791305766,246.72392921080285,70.8387402128584
2020-04-18,PR,Londrina/PR,4113700,,,379.2667384151739,,,573986.9750615851,294.61563373943034,84.65110467574355
2020-04-19,PR,Londrina/PR,4113700,,,452.9373444469367,,,573913.3044555533,351.79323871488845,101.14410573204827
2020-04-20,PR,Londrina/PR,4113700,,,540.8911331614171,,,573825.3506668388,420.05360634881,120.83752681260714
2020-04-21,PR,Londrina/PR,4113700,,,645.8930428244889,,,573720.3487571757,501.5409508988739,144.352091925615
2020-04-22,PR,Londrina/PR,4113700,,,771.2318137874481,,,573595.0099862127,598.8052040563483,172.42660973109977
2020-04-23,PR,Londrina/PR,4113700,,,920.8328585677407,,,573445.4089414324,714.8892260290914,205.9436325386493
